DATE,VARIABLE,VALUE,sign_if_LT_LOD
22-Aug-66,PO4P,0.3,
30-Aug-66,PO4P,0.3,
05-Sep-66,PO4P,0.5,
12-Sep-66,PO4P,0.2,
19-Sep-66,PO4P,0.8,
26-Sep-66,PO4P,0.4,
04-Oct-66,PO4P,0.3,
11-Oct-66,PO4P,0.2,
18-Oct-66,PO4P,0.2,
25-Oct-66,PO4P,0.3,
01-Nov-66,PO4P,0.1,
07-Nov-66,PO4P,0.3,
15-Nov-66,PO4P,0.3,
22-Nov-66,PO4P,0.5,
29-Nov-66,PO4P,0.7,
06-Dec-66,PO4P,1.6,
13-Dec-66,PO4P,1.8,
20-Dec-66,PO4P,3.2,
28-Dec-66,PO4P,2.4,
03-Jan-67,PO4P,2.7,
10-Jan-67,PO4P,2.9,
17-Jan-67,PO4P,2.8,
24-Jan-67,PO4P,2.4,
31-Jan-67,PO4P,2.4,
07-Feb-67,PO4P,2.5,
14-Feb-67,PO4P,2.7,
21-Feb-67,PO4P,3.9,
28-Feb-67,PO4P,2.6,
06-Mar-67,PO4P,2.4,
13-Mar-67,PO4P,2.7,
20-Mar-67,PO4P,2.8,
28-Mar-67,PO4P,0.7,
04-Apr-67,PO4P,1.2,
10-Apr-67,PO4P,0.9,
17-Apr-67,PO4P,0.1,
24-Apr-67,PO4P,0.3,
01-May-67,PO4P,0.4,
08-May-67,PO4P,0.4,
15-May-67,PO4P,0.1,
05-Jun-67,PO4P,0.1,
12-Jun-67,PO4P,0.4,
19-Jun-67,PO4P,0.3,
03-Jul-67,PO4P,0.6,
10-Jul-67,PO4P,0.3,
17-Jul-67,PO4P,0.4,
24-Jul-67,PO4P,0.2,
31-Jul-67,PO4P,0.9,
07-Aug-67,PO4P,0.6,
21-Aug-67,PO4P,0.2,
29-Aug-67,PO4P,0.5,
04-Sep-67,PO4P,0.2,
11-Sep-67,PO4P,0.5,
18-Sep-67,PO4P,0.3,
25-Sep-67,PO4P,0.5,
03-Oct-67,PO4P,0.5,
10-Oct-67,PO4P,0.7,
17-Oct-67,PO4P,2,
24-Oct-67,PO4P,1.8,
31-Oct-67,PO4P,2.2,
07-Nov-67,PO4P,2,
14-Nov-67,PO4P,2.6,
21-Nov-67,PO4P,2.7,
28-Nov-67,PO4P,2.7,
05-Dec-67,PO4P,2.9,
12-Dec-67,PO4P,3.1,
19-Dec-67,PO4P,4.4,
02-Jan-68,PO4P,3.6,
09-Jan-68,PO4P,3.4,
16-Jan-68,PO4P,3.3,
23-Jan-68,PO4P,2.9,
30-Jan-68,PO4P,3,
06-Feb-68,PO4P,3.3,
13-Feb-68,PO4P,3.5,
20-Feb-68,PO4P,3.1,
27-Feb-68,PO4P,3.2,
05-Mar-68,PO4P,2.6,
11-Mar-68,PO4P,2.9,
18-Mar-68,PO4P,2.7,
25-Mar-68,PO4P,2,
01-Apr-68,PO4P,1.9,
08-Apr-68,PO4P,1.8,
16-Apr-68,PO4P,0.5,
22-Apr-68,PO4P,1.2,
06-May-68,PO4P,0.4,
13-May-68,PO4P,0.3,
20-May-68,PO4P,0.1,
27-May-68,PO4P,0.1,
04-Jun-68,PO4P,0.1,
10-Jun-68,PO4P,0.3,
17-Jun-68,PO4P,0.1,
24-Jun-68,PO4P,0.5,
01-Jul-68,PO4P,0.3,
08-Jul-68,PO4P,0.6,
15-Jul-68,PO4P,0.5,
22-Jul-68,PO4P,1.2,
29-Jul-68,PO4P,0.4,
05-Aug-68,PO4P,0.4,
12-Aug-68,PO4P,0.7,
19-Aug-68,PO4P,0.9,
26-Aug-68,PO4P,0.7,
03-Sep-68,PO4P,0.6,
09-Sep-68,PO4P,0.5,
16-Sep-68,PO4P,0.5,
23-Sep-68,PO4P,0.5,
30-Sep-68,PO4P,0.9,
07-Oct-68,PO4P,0.8,
15-Oct-68,PO4P,0.6,
22-Oct-68,PO4P,2.1,
29-Oct-68,PO4P,1.2,
05-Nov-68,PO4P,2.1,
12-Nov-68,PO4P,1.7,
19-Nov-68,PO4P,5.6,
26-Nov-68,PO4P,2.1,
03-Dec-68,PO4P,2.4,
10-Dec-68,PO4P,3.6,
17-Dec-68,PO4P,3.8,
31-Dec-68,PO4P,4.1,
07-Jan-69,PO4P,3.3,
14-Jan-69,PO4P,3.8,
21-Jan-69,PO4P,4.4,
28-Jan-69,PO4P,4.1,
04-Feb-69,PO4P,5.1,
10-Feb-69,PO4P,4.1,
24-Feb-69,PO4P,5,
10-Mar-69,PO4P,5.2,
17-Mar-69,PO4P,3.4,
24-Mar-69,PO4P,2.4,
31-Mar-69,PO4P,4.5,
09-Apr-69,PO4P,2.5,
14-Apr-69,PO4P,1.9,
21-Apr-69,PO4P,2.4,
05-May-69,PO4P,0.1,
12-May-69,PO4P,0.7,
19-May-69,PO4P,0.4,
27-May-69,PO4P,0.1,
02-Jun-69,PO4P,0.6,
09-Jun-69,PO4P,0.2,
16-Jun-69,PO4P,0.1,
23-Jun-69,PO4P,0.5,
07-Jul-69,PO4P,0.4,
14-Jul-69,PO4P,0.1,
21-Jul-69,PO4P,0.6,
28-Jul-69,PO4P,0.4,
04-Aug-69,PO4P,0.3,
11-Aug-69,PO4P,0.2,
18-Aug-69,PO4P,0.2,
25-Aug-69,PO4P,0.3,
02-Sep-69,PO4P,0.1,
08-Sep-69,PO4P,0.4,
15-Sep-69,PO4P,0.3,
22-Sep-69,PO4P,0.6,
29-Sep-69,PO4P,0.9,
06-Oct-69,PO4P,0.3,
14-Oct-69,PO4P,0.2,
21-Oct-69,PO4P,0.2,
28-Oct-69,PO4P,0.4,
04-Nov-69,PO4P,0.4,
11-Nov-69,PO4P,0.4,
18-Nov-69,PO4P,0.7,
25-Nov-69,PO4P,0.5,
02-Dec-69,PO4P,1.1,
09-Dec-69,PO4P,0.4,
16-Dec-69,PO4P,1.2,
30-Dec-69,PO4P,2.3,
06-Jan-70,PO4P,0.7,
13-Jan-70,PO4P,3.2,
20-Jan-70,PO4P,2.8,
26-Jan-70,PO4P,3,
02-Feb-70,PO4P,3.2,
09-Feb-70,PO4P,3.5,
16-Feb-70,PO4P,4.7,
23-Feb-70,PO4P,3.4,
02-Mar-70,PO4P,3.9,
09-Mar-70,PO4P,3,
16-Mar-70,PO4P,3.5,
23-Mar-70,PO4P,2.3,
31-Mar-70,PO4P,3,
07-Apr-70,PO4P,2.2,
13-Apr-70,PO4P,1.7,
20-Apr-70,PO4P,0.8,
27-Apr-70,PO4P,0.9,
04-May-70,PO4P,0.8,
11-May-70,PO4P,0.6,
18-May-70,PO4P,0.2,
25-May-70,PO4P,0.3,
01-Jun-70,PO4P,0.2,
08-Jun-70,PO4P,0.1,
15-Jun-70,PO4P,0.6,
22-Jun-70,PO4P,0.3,
29-Jun-70,PO4P,0.5,
06-Jul-70,PO4P,0.3,
13-Jul-70,PO4P,0.3,
20-Jul-70,PO4P,0.3,
27-Jul-70,PO4P,0.6,
03-Aug-70,PO4P,0.7,
10-Aug-70,PO4P,0.4,
17-Aug-70,PO4P,0.6,
24-Aug-70,PO4P,0.7,
01-Sep-70,PO4P,0.3,
07-Sep-70,PO4P,0.7,
14-Sep-70,PO4P,0.7,
21-Sep-70,PO4P,0.7,
28-Sep-70,PO4P,1.2,
13-Oct-70,PO4P,0.6,
20-Oct-70,PO4P,0.4,
27-Oct-70,PO4P,0.4,
03-Nov-70,PO4P,1.1,
10-Nov-70,PO4P,1.7,
17-Nov-70,PO4P,2.2,
24-Nov-70,PO4P,2.4,
01-Dec-70,PO4P,2.7,
08-Dec-70,PO4P,2.7,
15-Dec-70,PO4P,2.7,
29-Dec-70,PO4P,4.7,
05-Jan-71,PO4P,4.1,
12-Jan-71,PO4P,3.8,
19-Jan-71,PO4P,3.9,
26-Jan-71,PO4P,4.1,
02-Feb-71,PO4P,4,
09-Feb-71,PO4P,4.8,
16-Feb-71,PO4P,4.2,
23-Feb-71,PO4P,4.9,
02-Mar-71,PO4P,4,
09-Mar-71,PO4P,3.5,
16-Mar-71,PO4P,3.7,
23-Mar-71,PO4P,4.1,
30-Mar-71,PO4P,3.2,
06-Apr-71,PO4P,1.8,
14-Apr-71,PO4P,0.9,
20-Apr-71,PO4P,1.2,
27-Apr-71,PO4P,0.4,
04-May-71,PO4P,0.8,
11-May-71,PO4P,0.9,
18-May-71,PO4P,0.9,
25-May-71,PO4P,0.3,
01-Jun-71,PO4P,0.6,
08-Jun-71,PO4P,0.8,
15-Jun-71,PO4P,0.8,
22-Jun-71,PO4P,0.5,
29-Jun-71,PO4P,0.7,
06-Jul-71,PO4P,0.5,
13-Jul-71,PO4P,0.4,
20-Jul-71,PO4P,0.4,
27-Jul-71,PO4P,1.1,
03-Aug-71,PO4P,0.4,
10-Aug-71,PO4P,0.7,
17-Aug-71,PO4P,0.7,
24-Aug-71,PO4P,0.4,
31-Aug-71,PO4P,1,
07-Sep-71,PO4P,0.6,
14-Sep-71,PO4P,0.4,
21-Sep-71,PO4P,0.3,
28-Sep-71,PO4P,0.7,
05-Oct-71,PO4P,0.8,
12-Oct-71,PO4P,1.1,
19-Oct-71,PO4P,1.5,
26-Oct-71,PO4P,2.5,
02-Nov-71,PO4P,1.8,
09-Nov-71,PO4P,3.3,
16-Nov-71,PO4P,3.1,
23-Nov-71,PO4P,3.1,
30-Nov-71,PO4P,3.4,
07-Dec-71,PO4P,3.3,
14-Dec-71,PO4P,3.3,
21-Dec-71,PO4P,5.6,
04-Jan-72,PO4P,4.9,
11-Jan-72,PO4P,4.2,
18-Jan-72,PO4P,4.7,
25-Jan-72,PO4P,6.7,
01-Feb-72,PO4P,6.2,
08-Feb-72,PO4P,5.8,
15-Feb-72,PO4P,5.3,
22-Feb-72,PO4P,4.5,
29-Feb-72,PO4P,4.5,
07-Mar-72,PO4P,5,
14-Mar-72,PO4P,4.1,
21-Mar-72,PO4P,3.7,
28-Mar-72,PO4P,3.1,
04-Apr-72,PO4P,1.7,
11-Apr-72,PO4P,2.1,
18-Apr-72,PO4P,2,
25-Apr-72,PO4P,0.9,
02-May-72,PO4P,1.1,
09-May-72,PO4P,0.7,
16-May-72,PO4P,0.9,
23-May-72,PO4P,0.3,
30-May-72,PO4P,1,
06-Jun-72,PO4P,1,
13-Jun-72,PO4P,0.4,
20-Jun-72,PO4P,0.8,
27-Jun-72,PO4P,1.5,
04-Jul-72,PO4P,1.7,
11-Jul-72,PO4P,0.6,
18-Jul-72,PO4P,0.3,
25-Jul-72,PO4P,0.6,
01-Aug-72,PO4P,0.6,
08-Aug-72,PO4P,0.6,
15-Aug-72,PO4P,0.6,
22-Aug-72,PO4P,0.7,
29-Aug-72,PO4P,1.2,
05-Sep-72,PO4P,0.9,
12-Sep-72,PO4P,0.6,
19-Sep-72,PO4P,0.6,
26-Sep-72,PO4P,1.1,
03-Oct-72,PO4P,0.6,
10-Oct-72,PO4P,0.6,
17-Oct-72,PO4P,0.6,
24-Oct-72,PO4P,0.9,
31-Oct-72,PO4P,0.9,
07-Nov-72,PO4P,0.8,
14-Nov-72,PO4P,2,
21-Nov-72,PO4P,2.4,
28-Nov-72,PO4P,2.8,
05-Dec-72,PO4P,2.7,
12-Dec-72,PO4P,3.3,
19-Dec-72,PO4P,3.8,
02-Jan-73,PO4P,3.2,
09-Jan-73,PO4P,4,
16-Jan-73,PO4P,4.7,
23-Jan-73,PO4P,5,
30-Jan-73,PO4P,4.5,
06-Feb-73,PO4P,4.3,
13-Feb-73,PO4P,4.9,
20-Feb-73,PO4P,4.5,
27-Feb-73,PO4P,4.1,
06-Mar-73,PO4P,4.1,
13-Mar-73,PO4P,2.6,
20-Mar-73,PO4P,3.3,
27-Mar-73,PO4P,2.8,
03-Apr-73,PO4P,0.2,
10-Apr-73,PO4P,1.6,
17-Apr-73,PO4P,1.5,
25-Apr-73,PO4P,0.9,
01-May-73,PO4P,0.7,
08-May-73,PO4P,0.8,
15-May-73,PO4P,1.1,
22-May-73,PO4P,0.8,
30-May-73,PO4P,0.7,
05-Jun-73,PO4P,0.3,
12-Jun-73,PO4P,0.2,
19-Jun-73,PO4P,0.4,
03-Jul-73,PO4P,0.4,
10-Jul-73,PO4P,0.3,
17-Jul-73,PO4P,0.5,
24-Jul-73,PO4P,0.2,
31-Jul-73,PO4P,0.3,
07-Aug-73,PO4P,0.7,
14-Aug-73,PO4P,0.2,
21-Aug-73,PO4P,0.4,
29-Aug-73,PO4P,0.3,
04-Sep-73,PO4P,0.6,
11-Sep-73,PO4P,0.2,
18-Sep-73,PO4P,0.9,
25-Sep-73,PO4P,0.7,
02-Oct-73,PO4P,0.7,
09-Oct-73,PO4P,1.8,
16-Oct-73,PO4P,0.9,
23-Oct-73,PO4P,1.1,
30-Oct-73,PO4P,1,
06-Nov-73,PO4P,1.1,
13-Nov-73,PO4P,1.8,
20-Nov-73,PO4P,2.6,
27-Nov-73,PO4P,3.2,
04-Dec-73,PO4P,2.3,
11-Dec-73,PO4P,2.7,
18-Dec-73,PO4P,2.1,
02-Jan-74,PO4P,3.1,
08-Jan-74,PO4P,3.2,
15-Jan-74,PO4P,4.2,
22-Jan-74,PO4P,4.1,
29-Jan-74,PO4P,4.4,
05-Feb-74,PO4P,3.7,
12-Feb-74,PO4P,3.6,
19-Feb-74,PO4P,3.8,
26-Feb-74,PO4P,3.6,
05-Mar-74,PO4P,3.1,
12-Mar-74,PO4P,3.2,
19-Mar-74,PO4P,2.5,
26-Mar-74,PO4P,3,
02-Apr-74,PO4P,2.1,
09-Apr-74,PO4P,0.5,
17-Apr-74,PO4P,0.7,
23-Apr-74,PO4P,0.9,
30-Apr-74,PO4P,0.3,
07-May-74,PO4P,0.8,
14-May-74,PO4P,0.6,
21-May-74,PO4P,0.2,
29-May-74,PO4P,0.2,
04-Jun-74,PO4P,0.6,
11-Jun-74,PO4P,0.8,
18-Jun-74,PO4P,0.6,
25-Jun-74,PO4P,0.2,
02-Jul-74,PO4P,0.6,
09-Jul-74,PO4P,0.8,
16-Jul-74,PO4P,0.6,
23-Jul-74,PO4P,0.7,
30-Jul-74,PO4P,0.4,
06-Aug-74,PO4P,0.3,
13-Aug-74,PO4P,0.2,
20-Aug-74,PO4P,0.5,
27-Aug-74,PO4P,1.1,
03-Sep-74,PO4P,0.4,
10-Sep-74,PO4P,0.2,
17-Sep-74,PO4P,1,
24-Sep-74,PO4P,1,
01-Oct-74,PO4P,0.4,
08-Oct-74,PO4P,0.6,
15-Oct-74,PO4P,0.6,
22-Oct-74,PO4P,0.5,
29-Oct-74,PO4P,0.9,
05-Nov-74,PO4P,2,
12-Nov-74,PO4P,1.7,
19-Nov-74,PO4P,1.5,
26-Nov-74,PO4P,1.4,
03-Dec-74,PO4P,1.9,
10-Dec-74,PO4P,2.2,
17-Dec-74,PO4P,2.5,
31-Dec-74,PO4P,4.3,
07-Jan-75,PO4P,4.3,
14-Jan-75,PO4P,3.6,
21-Jan-75,PO4P,3.5,
28-Jan-75,PO4P,3.2,
04-Feb-75,PO4P,4.3,
11-Feb-75,PO4P,3.9,
18-Feb-75,PO4P,4,
25-Feb-75,PO4P,3.9,
04-Mar-75,PO4P,3.3,
11-Mar-75,PO4P,2.6,
18-Mar-75,PO4P,2.5,
25-Mar-75,PO4P,3.2,
02-Apr-75,PO4P,3.8,
08-Apr-75,PO4P,1,
15-Apr-75,PO4P,1.8,
22-Apr-75,PO4P,0.8,
29-Apr-75,PO4P,0.4,
06-May-75,PO4P,0.5,
13-May-75,PO4P,1,
20-May-75,PO4P,0.5,
28-May-75,PO4P,0.4,
03-Jun-75,PO4P,0.5,
17-Jun-75,PO4P,0.4,
24-Jun-75,PO4P,0.7,
01-Jul-75,PO4P,0.3,
08-Jul-75,PO4P,0.5,
15-Jul-75,PO4P,1.3,
22-Jul-75,PO4P,0.7,
29-Jul-75,PO4P,0.8,
05-Aug-75,PO4P,0.6,
12-Aug-75,PO4P,0.9,
19-Aug-75,PO4P,1.1,
26-Aug-75,PO4P,0.3,
09-Sep-75,PO4P,0.7,
16-Sep-75,PO4P,0.9,
23-Sep-75,PO4P,1.1,
30-Sep-75,PO4P,1.1,
07-Oct-75,PO4P,1.6,
14-Oct-75,PO4P,1.3,
21-Oct-75,PO4P,1.2,
28-Oct-75,PO4P,0.3,
04-Nov-75,PO4P,1.2,
11-Nov-75,PO4P,0.9,
18-Nov-75,PO4P,2,
25-Nov-75,PO4P,1,
01-Dec-75,PO4P,1.9,
09-Dec-75,PO4P,2.7,
16-Dec-75,PO4P,2.6,
30-Dec-75,PO4P,4.3,
06-Jan-76,PO4P,3.9,
13-Jan-76,PO4P,4.7,
20-Jan-76,PO4P,3.2,
27-Jan-76,PO4P,4.4,
03-Feb-76,PO4P,4.7,
10-Feb-76,PO4P,3.5,
17-Feb-76,PO4P,3.8,
24-Feb-76,PO4P,4.7,
02-Mar-76,PO4P,4,
09-Mar-76,PO4P,3.6,
16-Mar-76,PO4P,3.3,
23-Mar-76,PO4P,3.1,
30-Mar-76,PO4P,2.1,
06-Apr-76,PO4P,1,
13-Apr-76,PO4P,1,
21-Apr-76,PO4P,0.6,<
27-Apr-76,PO4P,0.5,
04-May-76,PO4P,0.6,<
11-May-76,PO4P,0.4,
18-May-76,PO4P,0.5,
25-May-76,PO4P,0.5,
02-Jun-76,PO4P,0.6,<
08-Jun-76,PO4P,0.6,<
15-Jun-76,PO4P,0.6,<
29-Jun-76,PO4P,0.4,
06-Jul-76,PO4P,0.5,
13-Jul-76,PO4P,0.3,
20-Jul-76,PO4P,0.4,
27-Jul-76,PO4P,0.6,<
03-Aug-76,PO4P,0.6,<
10-Aug-76,PO4P,0.6,
17-Aug-76,PO4P,0.6,
01-Sep-76,PO4P,1,
14-Sep-76,PO4P,0.6,
28-Sep-76,PO4P,1,
05-Oct-76,PO4P,0.8,
12-Oct-76,PO4P,2.9,
19-Oct-76,PO4P,1.7,
26-Oct-76,PO4P,1.8,
02-Nov-76,PO4P,1.8,
09-Nov-76,PO4P,1.8,
16-Nov-76,PO4P,1.2,
23-Nov-76,PO4P,2.3,
30-Nov-76,PO4P,2.4,
14-Dec-76,PO4P,3.3,
21-Dec-76,PO4P,3.5,
11-Jan-77,PO4P,4.2,
25-Jan-77,PO4P,3.6,
08-Feb-77,PO4P,3.2,
15-Feb-77,PO4P,3.3,
22-Feb-77,PO4P,3.9,
01-Mar-77,PO4P,4.4,
08-Mar-77,PO4P,3.9,
15-Mar-77,PO4P,1.2,
22-Mar-77,PO4P,3.2,
29-Mar-77,PO4P,2.7,
05-Apr-77,PO4P,2.2,
13-Apr-77,PO4P,1.8,
19-Apr-77,PO4P,1.4,
26-Apr-77,PO4P,1,
03-May-77,PO4P,1.3,
17-May-77,PO4P,0.6,<
24-May-77,PO4P,0.6,
31-May-77,PO4P,0.6,
08-Jun-77,PO4P,0.6,<
14-Jun-77,PO4P,0.6,<
21-Jun-77,PO4P,0.6,<
28-Jun-77,PO4P,0.6,<
05-Jul-77,PO4P,0.6,<
12-Jul-77,PO4P,0.6,<
19-Jul-77,PO4P,0.6,<
26-Jul-77,PO4P,0.7,
02-Aug-77,PO4P,0.6,<
09-Aug-77,PO4P,0.6,<
16-Aug-77,PO4P,0.6,<
23-Aug-77,PO4P,0.7,
30-Aug-77,PO4P,0.6,
13-Sep-77,PO4P,0.8,
20-Sep-77,PO4P,0.8,
27-Sep-77,PO4P,0.8,
04-Oct-77,PO4P,0.8,
11-Oct-77,PO4P,0.6,
18-Oct-77,PO4P,0.6,<
25-Oct-77,PO4P,0.6,
01-Nov-77,PO4P,2,
08-Nov-77,PO4P,2.6,
22-Nov-77,PO4P,3.8,
29-Nov-77,PO4P,3.1,
06-Dec-77,PO4P,3.9,
13-Dec-77,PO4P,4.8,
20-Dec-77,PO4P,3.7,
04-Jan-78,PO4P,4.9,
10-Jan-78,PO4P,4.5,
17-Jan-78,PO4P,4.6,
24-Jan-78,PO4P,4.6,
07-Feb-78,PO4P,4.5,
14-Feb-78,PO4P,4,
21-Feb-78,PO4P,3.6,
28-Feb-78,PO4P,4.3,
07-Mar-78,PO4P,3.5,
14-Mar-78,PO4P,6.5,
21-Mar-78,PO4P,4.4,
29-Mar-78,PO4P,3.1,
04-Apr-78,PO4P,1.8,
11-Apr-78,PO4P,1.7,
18-Apr-78,PO4P,0.8,
25-Apr-78,PO4P,0.6,<
02-May-78,PO4P,0.6,<
09-May-78,PO4P,0.6,<
16-May-78,PO4P,1.1,
23-May-78,PO4P,1.1,
30-May-78,PO4P,0.6,<
06-Jun-78,PO4P,0.6,<
13-Jun-78,PO4P,0.6,<
20-Jun-78,PO4P,0.8,
27-Jun-78,PO4P,0.6,<
04-Jul-78,PO4P,0.6,<
11-Jul-78,PO4P,0.8,
18-Jul-78,PO4P,0.6,<
25-Jul-78,PO4P,0.9,
01-Aug-78,PO4P,0.6,<
08-Aug-78,PO4P,0.6,<
15-Aug-78,PO4P,0.6,<
22-Aug-78,PO4P,0.8,
05-Sep-78,PO4P,0.6,
12-Sep-78,PO4P,1.1,
19-Sep-78,PO4P,0.6,
26-Sep-78,PO4P,0.6,
03-Oct-78,PO4P,1.2,
10-Oct-78,PO4P,0.6,
17-Oct-78,PO4P,0.8,
24-Oct-78,PO4P,0.9,
31-Oct-78,PO4P,1.1,
07-Nov-78,PO4P,2.2,
14-Nov-78,PO4P,3.1,
21-Nov-78,PO4P,4.7,
28-Nov-78,PO4P,5.2,
05-Dec-78,PO4P,3.7,
12-Dec-78,PO4P,6,
19-Dec-78,PO4P,6.2,
09-Jan-79,PO4P,4.7,
16-Jan-79,PO4P,6.6,
23-Jan-79,PO4P,6.4,
13-Feb-79,PO4P,5.9,
20-Feb-79,PO4P,6.5,
27-Feb-79,PO4P,5.9,
06-Mar-79,PO4P,5.5,
20-Mar-79,PO4P,5.5,
27-Mar-79,PO4P,4.9,
03-Apr-79,PO4P,4.6,
10-Apr-79,PO4P,4,
17-Apr-79,PO4P,3.3,
24-Apr-79,PO4P,1.5,
01-May-79,PO4P,2.6,
08-May-79,PO4P,1.2,
15-May-79,PO4P,0.7,
22-May-79,PO4P,1,
05-Jun-79,PO4P,0.9,
12-Jun-79,PO4P,0.6,<
19-Jun-79,PO4P,2.6,
26-Jun-79,PO4P,0.5,
03-Jul-79,PO4P,0.6,
10-Jul-79,PO4P,0.6,<
23-Jul-79,PO4P,0.6,<
31-Jul-79,PO4P,0.6,<
07-Aug-79,PO4P,0.6,
14-Aug-79,PO4P,0.6,<
21-Aug-79,PO4P,0.6,<
28-Aug-79,PO4P,0.6,<
04-Sep-79,PO4P,0.8,
11-Sep-79,PO4P,0.6,
18-Sep-79,PO4P,1.7,
25-Sep-79,PO4P,27,
02-Oct-79,PO4P,36.5,
09-Oct-79,PO4P,2.6,
16-Oct-79,PO4P,4.8,
23-Oct-79,PO4P,3,<
30-Oct-79,PO4P,3.6,
06-Nov-79,PO4P,1.2,
13-Nov-79,PO4P,2.6,
27-Nov-79,PO4P,4.9,
11-Dec-79,PO4P,3.2,
15-Jan-80,PO4P,4.5,
12-Feb-80,PO4P,2.9,
11-Mar-80,PO4P,3.6,
25-Mar-80,PO4P,3.7,
08-Apr-80,PO4P,2.8,
22-Apr-80,PO4P,0.6,
29-Apr-80,PO4P,1.6,
06-May-80,PO4P,0.6,<
13-May-80,PO4P,0.6,<
20-May-80,PO4P,1.1,
27-May-80,PO4P,1.1,
03-Jun-80,PO4P,0.6,<
17-Jun-80,PO4P,4.1,
24-Jun-80,PO4P,1.6,
01-Jul-80,PO4P,0.6,<
08-Jul-80,PO4P,0.7,
15-Jul-80,PO4P,0.8,
22-Jul-80,PO4P,0.9,
29-Jul-80,PO4P,0.4,
05-Aug-80,PO4P,0.6,<
12-Aug-80,PO4P,0.6,<
19-Aug-80,PO4P,2.1,
02-Sep-80,PO4P,0.9,
09-Sep-80,PO4P,0.8,
16-Sep-80,PO4P,4.3,
23-Sep-80,PO4P,8.8,
30-Sep-80,PO4P,3.9,
07-Oct-80,PO4P,0.6,<
14-Oct-80,PO4P,0.9,
21-Oct-80,PO4P,2.1,
28-Oct-80,PO4P,8.7,
04-Nov-80,PO4P,9.6,
02-Dec-80,PO4P,7.1,
16-Dec-80,PO4P,7.9,
13-Jan-81,PO4P,5.6,
27-Jan-81,PO4P,5.6,
10-Feb-81,PO4P,7.5,
24-Feb-81,PO4P,4.3,
03-Mar-81,PO4P,7.6,
10-Mar-81,PO4P,13.5,
17-Mar-81,PO4P,10.8,
24-Mar-81,PO4P,6.1,
31-Mar-81,PO4P,32.1,
07-Apr-81,PO4P,7,
14-Apr-81,PO4P,9.3,
21-Apr-81,PO4P,3,
28-Apr-81,PO4P,6.1,
05-May-81,PO4P,3.5,
12-May-81,PO4P,7.4,
19-May-81,PO4P,3.3,
26-May-81,PO4P,7.8,
02-Jun-81,PO4P,6.5,
09-Jun-81,PO4P,3,<
16-Jun-81,PO4P,2.6,<
23-Jun-81,PO4P,12.6,
30-Jun-81,PO4P,3,<
07-Jul-81,PO4P,0.9,<
14-Jul-81,PO4P,1.3,<
21-Jul-81,PO4P,3,<
28-Jul-81,PO4P,3.9,
04-Aug-81,PO4P,3,<
11-Aug-81,PO4P,2.6,<
18-Aug-81,PO4P,1.3,<
25-Aug-81,PO4P,7.8,
01-Sep-81,PO4P,0.7,<
08-Sep-81,PO4P,10.6,
15-Sep-81,PO4P,3,<
22-Sep-81,PO4P,1.2,<
29-Sep-81,PO4P,4.8,
06-Oct-81,PO4P,1.3,
13-Oct-81,PO4P,4.5,
20-Oct-81,PO4P,1.7,
27-Oct-81,PO4P,37.6,
03-Nov-81,PO4P,1.7,
10-Nov-81,PO4P,1.2,
24-Nov-81,PO4P,5.6,
08-Dec-81,PO4P,6.8,
05-Jan-82,PO4P,10.6,
19-Jan-82,PO4P,1.4,
02-Feb-82,PO4P,4,
16-Feb-82,PO4P,9.2,
02-Mar-82,PO4P,28.9,
16-Mar-82,PO4P,11.7,
30-Mar-82,PO4P,6.3,
06-Apr-82,PO4P,5,
13-Apr-82,PO4P,4.4,
20-Apr-82,PO4P,2.3,
27-Apr-82,PO4P,3.5,
04-May-82,PO4P,28.7,
11-May-82,PO4P,3,
18-May-82,PO4P,4.9,
25-May-82,PO4P,4,
01-Jun-82,PO4P,2.8,
08-Jun-82,PO4P,4.9,
15-Jun-82,PO4P,0.9,
22-Jun-82,PO4P,13.6,
06-Jul-82,PO4P,7,
13-Jul-82,PO4P,5.7,
20-Jul-82,PO4P,2.4,
27-Jul-82,PO4P,2.6,
03-Aug-82,PO4P,1.6,
10-Aug-82,PO4P,5,
17-Aug-82,PO4P,66.3,
24-Aug-82,PO4P,2.4,
31-Aug-82,PO4P,5,
07-Sep-82,PO4P,2,
14-Sep-82,PO4P,13.1,
21-Sep-82,PO4P,3.1,
28-Sep-82,PO4P,1.2,
05-Oct-82,PO4P,6.1,
12-Oct-82,PO4P,2,
19-Oct-82,PO4P,1.6,
26-Oct-82,PO4P,8.4,
09-Nov-82,PO4P,10,
23-Nov-82,PO4P,5.4,
07-Dec-82,PO4P,17,
21-Dec-82,PO4P,11.6,
04-Jan-83,PO4P,7.3,
18-Jan-83,PO4P,7.1,
01-Feb-83,PO4P,5.7,
15-Feb-83,PO4P,3.6,
01-Mar-83,PO4P,6.1,
15-Mar-83,PO4P,6.1,
29-Mar-83,PO4P,6,
05-Apr-83,PO4P,4,
12-Apr-83,PO4P,1.8,
18-Apr-83,PO4P,1.8,
26-Apr-83,PO4P,2,
03-May-83,PO4P,1.3,
10-May-83,PO4P,0.6,
17-May-83,PO4P,0.6,<
24-May-83,PO4P,0.6,<
31-May-83,PO4P,0.6,<
07-Jun-83,PO4P,0.6,<
14-Jun-83,PO4P,0.6,<
21-Jun-83,PO4P,0.6,<
28-Jun-83,PO4P,0.6,<
04-Jul-83,PO4P,0.6,<
